14.01	14.01	2.25
22.01	14.01	2.25
30.01	14.01	2.25
38.01	14.01	2.25
46.01	14.01	2.25
54.01	14.01	2.25
62.01	14.01	2.25
70.01	14.01	2.25
78.01	14.01	2.25
86.01	14.01	2.25
14.01	22.01	2.25
22.01	22.01	2.25
30.01	22.01	2.25
38.01	22.01	2.25
46.01	22.01	2.25
54.01	22.01	2.25
62.01	22.01	2.25
70.01	22.01	2.25
78.01	22.01	2.25
86.01	22.01	2.25
14.01	30.01	2.25
22.01	30.01	2.25
30.01	30.01	2.25
38.01	30.01	2.25
46.01	30.01	2.25
54.01	30.01	2.25
62.01	30.01	2.25
70.01	30.01	2.25
78.01	30.01	2.25
86.01	30.01	2.25
14.01	38.01	2.25
22.01	38.01	2.25
30.01	38.01	2.25
38.01	38.01	2.25
46.01	38.01	2.25
54.01	38.01	2.25
62.01	38.01	2.25
70.01	38.01	2.25
78.01	38.01	2.25
86.01	38.01	2.25
14.01	46.01	2.25
22.01	46.01	2.25
30.01	46.01	2.25
38.01	46.01	2.25
46.01	46.01	2.25
54.01	46.01	2.25
62.01	46.01	2.25
70.01	46.01	2.25
78.01	46.01	2.25
86.01	46.01	2.25
14.01	54.01	2.25
22.01	54.01	2.25
30.01	54.01	2.25
38.01	54.01	2.25
46.01	54.01	2.25
54.01	54.01	2.25
62.01	54.01	2.25
70.01	54.01	2.25
78.01	54.01	2.25
86.01	54.01	2.25
14.01	62.01	2.25
22.01	62.01	2.25
30.01	62.01	2.25
38.01	62.01	2.25
46.01	62.01	2.25
54.01	62.01	2.25
62.01	62.01	2.25
70.01	62.01	2.25
78.01	62.01	2.25
86.01	62.01	2.25
14.01	70.01	2.25
22.01	70.01	2.25
30.01	70.01	2.25
38.01	70.01	2.25
46.01	70.01	2.25
54.01	70.01	2.25
62.01	70.01	2.25
70.01	70.01	2.25
78.01	70.01	2.25
86.01	70.01	2.25
14.01	78.01	2.25
22.01	78.01	2.25
30.01	78.01	2.25
38.01	78.01	2.25
46.01	78.01	2.25
54.01	78.01	2.25
62.01	78.01	2.25
70.01	78.01	2.25
78.01	78.01	2.25
86.01	78.01	2.25
14.01	86.01	2.25
22.01	86.01	2.25
30.01	86.01	2.25
38.01	86.01	2.25
46.01	86.01	2.25
54.01	86.01	2.25
62.01	86.01	2.25
70.01	86.01	2.25
78.01	86.01	2.25
86.01	86.01	2.25
