1.088688,1.032806454,1.088688
1.000512,1.05878978,1.000512
1.049744,1.055252845,1.049744
1.008912,1.224251289,1.008912
1.09456,1.022238206,1.09456
1.057888,1.074757833,1.057888
1.033536,1.000707214,1.033536
1.140736,1.111314545,1.140736
1.035488,1.152683779,1.035488
1.104832,1.098264003,1.104832
1.165344,1.147319574,1.165344
1.14096,1.080042087,1.14096
1.085328,1.084737879,1.085328
1.05776,1.121409301,1.05776
1.258704,1.244674584,1.258704
1.033472,1.008947902,1.033472
1.2912,1.161977102,1.2912
1.151744,1.034042107,1.151744
1.151776,1.126046708,1.151776
1.136848,1.118299569,1.136848
1.496048,1.115283308,1.496048
1.13152,1.028056114,1.13152
1.128656,1.126039367,1.128656
1.099408,1.029913653,1.099408
1.306,1.00250323,1.306
1.487216,1.016103971,1.487216
1.56712,1.079694453,1.56712
1.178592,1.062579906,1.178592
1.062192,1.027121685,1.062192
1.184672,1.132984398,1.184672
1.31904,1.216664008,1.31904
1.210848,1.133298833,1.210848
1.112848,1.259929239,1.112848
1.1884,1.215937118,1.1884
1.288704,1.196181456,1.288704
1.401152,1.140448032,1.401152
1.514944,1.18277032,1.514944
1.327664,1.343508985,1.327664
1.137504,1.031666431,1.137504
1.25376,1.186262208,1.25376
1.328512,1.357878241,1.328512
1.132976,1.209215864,1.132976
1.179712,1.631683264,1.179712
1.20552,1.28004623,1.20552
1.326176,1.170852356,1.326176
1.434608,1.408735872,1.434608
1.394048,1.566986575,1.394048
1.30456,1.306099822,1.30456
1.313776,1.169237216,1.313776
1.251168,1.190999975,1.251168
1.171456,1.168885222,1.171456
1.130736,1.114654124,1.130736
1.139072,1.323893591,1.139072
1.16312,1.416475615,1.16312
1.218352,1.334736781,1.218352
1.32728,1.42836113,1.32728
1.319872,1.716832478,1.319872
1.054848,1.109986382,1.054848
1.213648,1.13617195,1.213648
1.192,1.143842066,1.192
1.157824,1.090055954,1.157824
1.257664,1.150475792,1.257664
1.124976,1.180413446,1.124976
1.136912,1.243384071,1.136912
1.1672,1.194563031,1.1672
1.134816,1.175225013,1.134816
1.221792,1.412409501,1.221792
