theta,theta_g,time,theta_p
1.310368,1.465340584,72,1.125435577
1.393952,1.543854286,72,1.125435577
1.311744,1.501312952,72,1.125435577
1.212192,1.45812291,72,1.125435577
1.135472,1.297135367,72,1.125435577
1.058704,1.198074868,72,1.125435577
1.330512,1.158797541,72,1.125435577
1.365808,1.523645126,72,1.125435577
1.201216,1.396954777,72,1.125435577
1.07136,1.169656984,72,1.125435577
1.139488,1.157047067,72,1.125435577
1.1832,1.021737537,72,1.125435577
1.067616,1.0487231,72,1.125435577
1.152592,1.170008726,72,1.125435577
1.286688,1.115167707,72,1.125435577
1.27224,1.040681551,72,1.125435577
1.205072,1.044675292,72,1.125435577
1.1068,1.066258914,72,1.125435577
1.01328,1.589001425,72,1.125435577
1.01,1.951222174,72,1.125435577
1.234864,1.227238236,72,1.125435577
1.221648,1.409190324,72,1.125435577
1.128496,1.178395818,72,1.125435577
1.06544,1.059019657,72,1.125435577
1.030144,1.056371391,72,1.125435577
1.022592,1.001095378,72,1.125435577
1.046112,1.008787279,72,1.125435577
1.113424,1.180557211,72,1.125435577
1.128992,1.137242984,72,1.125435577
1.03416,1.014618304,72,1.125435577
1.080672,1.187817371,72,1.125435577
1.084,1.226566316,72,1.125435577
1.05872,1.239721374,72,1.125435577
1.058848,1.118693826,72,1.125435577
1.058432,1.140762201,72,1.125435577
1.079264,1.166032347,72,1.125435577
1.066672,1.014086413,72,1.125435577
1.08328,1.139336136,72,1.125435577
1.048688,1.11278559,168,1.125435577
1.047504,1.286450183,168,1.125435577
1.067312,1.497107496,168,1.125435577
1.039504,1.059894807,168,1.125435577
1.02256,1.002097423,168,1.125435577
1.108032,1.08877986,168,1.125435577
1.011072,1.124294387,168,1.125435577
1.027296,1.04844061,168,1.125435577
1.114688,1.231716591,168,1.125435577
1.129312,1.089477332,168,1.125435577
1.110096,1.074525677,168,1.125435577
1.138352,1.252982915,168,1.125435577
1.063424,1.076851106,168,1.125435577
1.13832,1.241672181,168,1.125435577
1.198432,1.433126652,168,1.125435577
1.132368,1.176395478,168,1.125435577
1.069824,1.330546797,168,1.125435577
1.073664,1.098961967,168,1.125435577
1.288592,1.344943064,168,1.125435577
1.148016,1.211092368,168,1.125435577
1.136512,1.002694062,168,1.125435577
1.082224,1.040251728,168,1.125435577
1.011696,1.014462247,168,1.125435577
1.230592,1.219788642,168,1.125435577
1.254736,1.265144274,168,1.125435577
1.095424,1.193909506,168,1.125435577
1.060416,1.121459209,168,1.125435577
1.1796,1.033884185,168,1.125435577
1.10552,1.086566422,168,1.125435577
1.142496,1.156121734,168,1.125435577
1.045168,1.005651476,168,1.125435577
1.120336,1.06380571,168,1.125435577
1.20352,1.17187826,168,1.125435577
1.205904,1.318983701,168,1.125435577
1.320912,1.156059599,168,1.125435577
1.178288,1.035738495,168,1.125435577
1.018432,1.014921394,168,1.125435577
1.120064,1.048467759,168,1.125435577
1.235488,1.212004896,168,1.125435577
1.24032,1.131408958,168,1.125435577
1.062832,1.193225351,168,1.125435577
1.04272,1.056313519,168,1.125435577
1.066512,1.039335674,168,1.125435577
1.016192,1.059952785,168,1.125435577
1.028944,1.253516718,168,1.125435577
1.052848,1.017251514,168,1.125435577
1.021584,1.003042957,168,1.125435577
1.0528,1.245060564,168,1.125435577
1.051136,1.085663554,168,1.125435577
1.089584,1.002350742,168,1.125435577
1.119712,1.024221611,168,1.125435577
1.017792,1.034445634,168,1.125435577
1.11112,1.026039934,168,1.125435577
1.232144,1.206915908,168,1.125435577
1.228064,1.35264293,168,1.125435577
1.242368,1.407927078,168,1.125435577
1.248368,1.247987207,168,1.125435577
1.175968,1.157629745,168,1.125435577
1.035712,1.059353981,168,1.125435577
1.110592,1.165460178,168,1.125435577
1.15864,1.103855492,168,1.125435577
1.250416,1.10554688,168,1.125435577
1.1528,1.140189388,168,1.125435577
1.123632,1.146688354,168,1.125435577
1.141904,1.20174045,168,1.125435577
1.174592,1.322562152,168,1.125435577
1.238384,1.42947024,168,1.125435577
1.18528,1.336582414,168,1.125435577
1.149392,1.137298916,168,1.125435577
1.252544,1.137705866,168,1.125435577
1.152864,1.177370397,168,1.125435577
1.025632,1.103713125,168,1.125435577
1.071344,1.126480681,168,1.125435577
1.0456,1.215246565,168,1.125435577
1.122752,1.274679291,168,1.125435577
1.352448,1.380908938,168,1.125435577
1.363824,1.486314717,168,1.125435577
1.307408,1.513510309,168,1.125435577
1.133856,1.259636693,168,1.125435577
1.201824,1.165927323,168,1.125435577
1.174896,1.058716239,168,1.125435577
1.251824,1.161374532,168,1.125435577
1.105968,1.165040038,168,1.125435577
1.060464,1.252982085,168,1.125435577
1.201088,1.545654186,168,1.125435577
1.189056,1.683879438,168,1.125435577
1.35032,1.834968552,168,1.125435577
1.330144,1.247963621,168,1.125435577
1.071664,1.055527506,168,1.125435577
1.127984,1.059867848,168,1.125435577
1.221472,1.152359579,168,1.125435577
1.242864,1.169996623,168,1.125435577
1.2528,1.212465872,168,1.125435577
1.183808,1.277518032,168,1.125435577
1.06688,1.390413543,168,1.125435577
1.096928,1.52466535,168,1.125435577
1.062384,1.07702951,168,1.125435577
1.036816,1.53640877,168,1.125435577
1.193376,1.015879799,168,1.125435577
1.198304,1.203638955,168,1.125435577
1.18624,1.233358832,168,1.125435577
1.193872,1.145953943,168,1.125435577
1.047984,1.06777955,168,1.125435577
1.165136,1.097194024,168,1.125435577
1.064512,1.118181704,168,1.125435577
1.074256,1.09427208,168,1.125435577
1.108784,1.043847006,168,1.125435577
1.163264,1.187335681,168,1.125435577
1.12624,1.14871317,168,1.125435577
1.107888,1.028819431,168,1.125435577
1.107952,1.203138176,168,1.125435577
1.113696,1.037659945,168,1.125435577
1.087152,1.111352092,168,1.125435577
1.047408,1.06990685,168,1.125435577
1.0416,1.124934203,168,1.125435577
1.112832,1.136691774,168,1.125435577
1.057648,1.151025777,168,1.125435577
1.155216,1.124510549,168,1.125435577
1.074608,1.173129936,168,1.125435577
1.049136,1.159649993,168,1.125435577
1.067664,1.141927144,168,1.125435577
1.066416,1.202353927,168,1.125435577
1.024928,1.214213997,168,1.125435577
1.08424,1.264780062,168,1.125435577
1.13384,1.391960435,168,1.125435577
1.134112,1.311380584,168,1.125435577
1.086,1.248465586,168,1.125435577
1.00552,1.124581226,168,1.125435577
1.077344,1.262272872,168,1.125435577
1.081872,1.129323423,168,1.125435577
1.010032,1.090552583,168,1.125435577
1.059776,1.054646397,168,1.125435577
1.112208,1.127521549,168,1.125435577
1.253744,1.231913794,168,1.125435577
1.204896,1.015469862,168,1.125435577
1.025344,1.03518718,168,1.125435577
1.074272,1.130257084,168,1.125435577
1.100336,1.175954329,168,1.125435577
1.187824,1.151138858,168,1.125435577
1.076832,1.123059859,168,1.125435577
1.00592,1.129900476,168,1.125435577
1.2292,1.235637301,168,1.125435577
1.232592,1.181691506,168,1.125435577
1.13448,1.201636028,168,1.125435577
1.054464,1.03000661,168,1.125435577
1.128096,1.07372415,168,1.125435577
1.089312,1.226210977,168,1.125435577
1.114944,1.17988469,168,1.125435577
1.11184,1.121756602,168,1.125435577
1.048304,1.117261458,168,1.125435577
1.059216,1.125595614,168,1.125435577
1.082832,1.259541557,168,1.125435577
1.13576,1.107339831,168,1.125435577
1.133136,1.126518549,168,1.125435577
1.080176,1.005272233,168,1.125435577
