1.00770455093625,1.01817286939898,1.03275227338475,1.0432333784932,1.05187320676364,1.05186956197072,1.04321844082034,1.02888837640852,1.01815584045503,1.00769636509496
1.01485455585028,1.03217334908171,1.05138241470688,1.06407811887738,1.07563234612439,1.07562828307926,1.06406234469509,1.04602307781228,1.03215171933836,1.01484212770574
1.02769993545938,1.05182498796631,1.09401828643627,1.13130444112711,1.16310321322311,1.16309801491338,1.13127809107727,1.07334491099008,1.05179296160349,1.02767872396823
1.04006856442911,1.07782585319737,1.16857350712298,1.21080892982006,1.24564441052887,1.24563628443861,1.21077307941624,1.13243325090194,1.07776843280122,1.04003516379756
1.05351497608785,1.12756124051927,1.24584158776243,1.28955912598289,1.32932224494957,1.32931746489706,1.28952369383128,1.20585476225925,1.12749778529894,1.05346424776721
1.05350977778313,1.12755299492694,1.24582360280698,1.28954986462803,1.32932254370473,1.32931788314928,1.28951473122657,1.20584036234569,1.12748936045352,1.05345910920851
1.04004968321318,1.0777944840959,1.16850449509173,1.21074111280445,1.24557713126754,1.24556876617314,1.21070568065284,1.13237212596184,1.07773849770949,1.04001634233768
1.02378118736634,1.04525002356329,1.06983515627183,1.08909327720377,1.11546913768278,1.11546525388573,1.08907839928696,1.06080641085315,1.04522002872053,1.02376206714629
1.01484141069837,1.03215476662095,1.05135648291426,1.06404860204288,1.07559870649372,1.07559470319962,1.06403300711368,1.04599911778869,1.03213319662863,1.01482874355472
1.00769767960764,1.0181609192627,1.03273524444081,1.04321127074158,1.05184817122648,1.05184446668754,1.04319645257079,1.02887146696664,1.01814371107067,1.00768925476222
